ID,Group,SelfMorality,SelfAbility,SelfSociability,SelfSolvingPuzzles,SelfTeamCollab,Enjoyment,Enjoyment_GroupSpecificity,Difficulty,Difficulty_GroupSpecificity,Difficulty_Mastermind,Enjoyment_Mastermind,TeamCollab_Mastermind,SkillComp_Mastermind,SelfParticipation_Mastermind,PerceivedSolveTime_Mastermind,Difficulty_ColoredLetters,Enjoyment_ColoredLetters,TeamCollab_ColoredLetters,SkillComp_ColoredLetters,SelfParticipation_ColoredLetters,PerceivedSolveTime_ColoredLetters,Difficulty_Cables,Enjoyment_Cables,TeamCollab_Cables,SkillComp_Cables,SelfParticipation_Cables,PerceivedSolveTime_Cables,Difficulty_FlyerCipher,Enjoyment_FlyerCipher,TeamCollab_FlyerCipher,SkillComp_FlyerCipher,SelfParticipation_FlyerCipher,PerceivedSolveTime_FlyerCipher,Difficulty_Myspace,Enjoyment_Myspace,TeamCollab_Myspace,SkillComp_Myspace,SelfParticipation_Myspace,PerceivedSolveTime_Myspace,Difficulty_Maze,Enjoyment_Maze,TeamCollab_Maze,SkillComp_Maze,SelfParticipation_Maze,PerceivedSolveTime_Maze,Teammate,Morality,Ability,Sociability,Like,Closeness,Similar,GoodNews,BadNews,LikeMeta,ClosenessMeta,SimilarMeta,SolvingPuzzles,TeamCollab,Leader,Influence,GameLeader,LeastParticipation,Camaraderie,MostImportant_Mastermind,LeastImportant_Mastermind,MostImportant_ColoredLetters,LeastImportant_ColoredLetters,MostImportant_Cables,LeastImportant_Cables,MostImportant_FlyerCipher,LeastImportant_FlyerCipher,MostImportant_Myspace,LeastImportant_Myspace,MostImportant_Maze,LeastImportant_Maze
06D,6,10.0,10.0,10.0,9,9,10,9,10,9,8,8,8,2,5,20,5,5,5,2,5,20,5,5,5,2,5,20,5,5,5,2,5,20,5,5,5,2,5,15,5,5,5,2,10,20,06B,10.0,10.0,10.0,10,10,8,10,8,10,10,7,10,10,06E,06E,06E,06D,06A,06E,06E,06B,06B,06A,06A,06C,06C,06D,06D,06D,06D
06D,6,10.0,10.0,10.0,9,9,10,9,10,9,8,8,8,2,5,20,5,5,5,2,5,20,5,5,5,2,5,20,5,5,5,2,5,20,5,5,5,2,5,15,5,5,5,2,10,20,06C,10.0,10.0,10.0,10,8,6,6,6,10,8,5,10,10,06E,06E,06E,06D,06A,06E,06E,06B,06B,06A,06A,06C,06C,06D,06D,06D,06D
05B,5,9.5,8.75,9.5,7,9,8,8,7,1,5,3,8,3,1,7,4,7,7,2,4,5,3,4,8,2,7,6,7,5,7,3,6,11,5,5,5,3,5,11,4,2,7,3,3,9,05C,8.5,9.5,7.75,10,10,4,9,8,10,10,4,8,8,05B,05A,05A,05B,05D,05E,05B,05E,05B,05D,05C,05A,05C,05D,05B,05A,05B
05B,5,9.5,8.75,9.5,7,9,8,8,7,1,5,3,8,3,1,7,4,7,7,2,4,5,3,4,8,2,7,6,7,5,7,3,6,11,5,5,5,3,5,11,4,2,7,3,3,9,05A,9.5,9.25,7.5,8,7,6,7,3,8,8,6,10,9,05B,05A,05A,05B,05D,05E,05B,05E,05B,05D,05C,05A,05C,05D,05B,05A,05B
05B,5,9.5,8.75,9.5,7,9,8,8,7,1,5,3,8,3,1,7,4,7,7,2,4,5,3,4,8,2,7,6,7,5,7,3,6,11,5,5,5,3,5,11,4,2,7,3,3,9,05E,10.0,8.25,9.5,10,10,7,10,8,10,10,8,10,10,05B,05A,05A,05B,05D,05E,05B,05E,05B,05D,05C,05A,05C,05D,05B,05A,05B
05B,5,9.5,8.75,9.5,7,9,8,8,7,1,5,3,8,3,1,7,4,7,7,2,4,5,3,4,8,2,7,6,7,5,7,3,6,11,5,5,5,3,5,11,4,2,7,3,3,9,05D,10.0,9.5,9.5,10,10,8,10,9,10,10,8,10,10,05B,05A,05A,05B,05D,05E,05B,05E,05B,05D,05C,05A,05C,05D,05B,05A,05B
05E,5,9.5,5.25,7.25,7,7,10,7,6,7,2,7,7,3,8,8,6,1,7,3,5,8,0,0,6,3,8,10,8,8,10,4,8,20,7,7,9,5,4,29,0,0,5,3,6,14,05D,7.25,8.0,5.75,7,3,7,2,1,3,2,3,9,7,05B,05D,05A,05B,05D,05E,05B,05A,05B,05A,05C,05A,05C,05A,05C,05A,05C
05E,5,9.5,5.25,7.25,7,7,10,7,6,7,2,7,7,3,8,8,6,1,7,3,5,8,0,0,6,3,8,10,8,8,10,4,8,20,7,7,9,5,4,29,0,0,5,3,6,14,05B,6.25,8.75,4.5,9,9,4,8,8,7,8,2,3,3,05B,05D,05A,05B,05D,05E,05B,05A,05B,05A,05C,05A,05C,05A,05C,05A,05C
05E,5,9.5,5.25,7.25,7,7,10,7,6,7,2,7,7,3,8,8,6,1,7,3,5,8,0,0,6,3,8,10,8,8,10,4,8,20,7,7,9,5,4,29,0,0,5,3,6,14,05A,8.75,7.5,4.25,9,9,6,7,6,9,9,7,10,10,05B,05D,05A,05B,05D,05E,05B,05A,05B,05A,05C,05A,05C,05A,05C,05A,05C
05E,5,9.5,5.25,7.25,7,7,10,7,6,7,2,7,7,3,8,8,6,1,7,3,5,8,0,0,6,3,8,10,8,8,10,4,8,20,7,7,9,5,4,29,0,0,5,3,6,14,05C,7.75,9.25,5.25,7,4,3,3,3,6,3,2,8,7,05B,05D,05A,05B,05D,05E,05B,05A,05B,05A,05C,05A,05C,05A,05C,05A,05C
12A,12,9.5,6.5,9.0,7,8,7,9,7,4,6,7,7,2,5,5,8,4,6,3,4,5,4,8,8,2,8,4,8,6,8,2,5,9,8,7,5,2,4,4,7,6,8,2,1,6,12B,9.0,7.25,9.0,10,10,9,10,10,10,10,9,9,10,12C,12B,12C,12A,12B,12C,12D,12C,12A,12A,12B,12C,12A,12D,12A,12B,12A
12A,12,9.5,6.5,9.0,7,8,7,9,7,4,6,7,7,2,5,5,8,4,6,3,4,5,4,8,8,2,8,4,8,6,8,2,5,9,8,7,5,2,4,4,7,6,8,2,1,6,12C,9.25,8.75,8.0,9,8,8,6,5,9,8,7,10,9,12C,12B,12C,12A,12B,12C,12D,12C,12A,12A,12B,12C,12A,12D,12A,12B,12A
12A,12,9.5,6.5,9.0,7,8,7,9,7,4,6,7,7,2,5,5,8,4,6,3,4,5,4,8,8,2,8,4,8,6,8,2,5,9,8,7,5,2,4,4,7,6,8,2,1,6,12D,8.25,8.0,8.75,8,7,8,5,5,8,6,7,8,9,12C,12B,12C,12A,12B,12C,12D,12C,12A,12A,12B,12C,12A,12D,12A,12B,12A
12A,12,9.5,6.5,9.0,7,8,7,9,7,4,6,7,7,2,5,5,8,4,6,3,4,5,4,8,8,2,8,4,8,6,8,2,5,9,8,7,5,2,4,4,7,6,8,2,1,6,12E,8.0,7.5,8.5,8,6,6,4,4,7,6,6,9,9,12C,12B,12C,12A,12B,12C,12D,12C,12A,12A,12B,12C,12A,12D,12A,12B,12A
12B,12,8.0,5.25,5.75,7,7,8,7,3,2,5,7,7,1,8,4,6,2,6,2,2,3,0,3,8,3,5,1,9,9,9,3,7,11,8,8,9,3,8,9,5,5,10,2,10,10,12A,9.0,7.25,9.5,10,10,7,10,9,10,10,7,7,9,12B,12C,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12A,12D,12B,12E,12A
12B,12,8.0,5.25,5.75,7,7,8,7,3,2,5,7,7,1,8,4,6,2,6,2,2,3,0,3,8,3,5,1,9,9,9,3,7,11,8,8,9,3,8,9,5,5,10,2,10,10,12C,7.5,8.5,7.75,9,5,6,7,4,9,4,6,10,9,12B,12C,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12A,12D,12B,12E,12A
12B,12,8.0,5.25,5.75,7,7,8,7,3,2,5,7,7,1,8,4,6,2,6,2,2,3,0,3,8,3,5,1,9,9,9,3,7,11,8,8,9,3,8,9,5,5,10,2,10,10,12D,8.5,8.5,9.25,9,6,7,7,3,9,6,6,8,9,12B,12C,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12A,12D,12B,12E,12A
12B,12,8.0,5.25,5.75,7,7,8,7,3,2,5,7,7,1,8,4,6,2,6,2,2,3,0,3,8,3,5,1,9,9,9,3,7,11,8,8,9,3,8,9,5,5,10,2,10,10,12E,7.75,7.5,8.0,8,5,6,3,2,6,2,4,8,8,12B,12C,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12A,12D,12B,12E,12A
12E,12,9.0,8.0,7.5,8,9,7,7,5,0,2,7,5,2,8,5,2,4,2,1,5,1,2,5,10,3,5,5,5,5,3,4,3,10,7,3,7,4,0,10,2,8,4,2,9,5,12A,9.75,8.25,8.75,8,4,4,0,0,7,4,5,7,10,12B,12B,12B,12A,12D,12E,12D,12C,12B,12A,12D,12E,12D,12D,12E,12E,12A
12E,12,9.0,8.0,7.5,8,9,7,7,5,0,2,7,5,2,8,5,2,4,2,1,5,1,2,5,10,3,5,5,5,5,3,4,3,10,7,3,7,4,0,10,2,8,4,2,9,5,12B,9.25,9.0,7.75,8,6,6,0,0,8,6,5,9,10,12B,12B,12B,12A,12D,12E,12D,12C,12B,12A,12D,12E,12D,12D,12E,12E,12A
12E,12,9.0,8.0,7.5,8,9,7,7,5,0,2,7,5,2,8,5,2,4,2,1,5,1,2,5,10,3,5,5,5,5,3,4,3,10,7,3,7,4,0,10,2,8,4,2,9,5,12C,10.0,8.25,10.0,8,1,5,0,0,7,1,5,10,10,12B,12B,12B,12A,12D,12E,12D,12C,12B,12A,12D,12E,12D,12D,12E,12E,12A
12E,12,9.0,8.0,7.5,8,9,7,7,5,0,2,7,5,2,8,5,2,4,2,1,5,1,2,5,10,3,5,5,5,5,3,4,3,10,7,3,7,4,0,10,2,8,4,2,9,5,12D,10.0,8.5,10.0,10,10,7,10,10,10,10,8,7,10,12B,12B,12B,12A,12D,12E,12D,12C,12B,12A,12D,12E,12D,12D,12E,12E,12A
12D,12,9.25,7.75,9.0,5,10,9,5,7,4,5,4,7,3,3,5,4,4,5,2,2,2,2,3,8,2,7,2,5,7,9,3,7,10,2,5,5,1,8,2,5,5,9,3,3,5,12E,9.5,7.75,8.25,10,10,7,10,10,10,10,8,9,10,12B,12B,12B,12D,12C,12C,12D,12C,12D,12C,12A,12C,12A,12B,12E,12C,12D
12D,12,9.25,7.75,9.0,5,10,9,5,7,4,5,4,7,3,3,5,4,4,5,2,2,2,2,3,8,2,7,2,5,7,9,3,7,10,2,5,5,1,8,2,5,5,9,3,3,5,12B,9.0,9.0,8.25,8,7,7,5,4,7,6,7,10,10,12B,12B,12B,12D,12C,12C,12D,12C,12D,12C,12A,12C,12A,12B,12E,12C,12D
12D,12,9.25,7.75,9.0,5,10,9,5,7,4,5,4,7,3,3,5,4,4,5,2,2,2,2,3,8,2,7,2,5,7,9,3,7,10,2,5,5,1,8,2,5,5,9,3,3,5,12A,10.0,6.5,9.25,7,3,5,5,3,7,5,5,5,10,12B,12B,12B,12D,12C,12C,12D,12C,12D,12C,12A,12C,12A,12B,12E,12C,12D
12D,12,9.25,7.75,9.0,5,10,9,5,7,4,5,4,7,3,3,5,4,4,5,2,2,2,2,3,8,2,7,2,5,7,9,3,7,10,2,5,5,1,8,2,5,5,9,3,3,5,12C,9.25,8.75,9.5,7,3,4,3,2,6,3,7,10,10,12B,12B,12B,12D,12C,12C,12D,12C,12D,12C,12A,12C,12A,12B,12E,12C,12D
19B,19,9.5,9.5,7.5,10,8,10,10,2,3,1,5,2,1,5,3,1,5,5,1,5,5,3,3,7,1,7,6,5,7,8,1,10,9,4,5,7,1,10,5,5,0,6,1,5,7,19A,9.25,9.0,9.75,10,9,7,10,8,10,9,8,10,10,19C,19C,19C,19E,19D,19C,19E,19C,19E,19C,19E,19B,19E,19B,19E,19C,19E
19B,19,9.5,9.5,7.5,10,8,10,10,2,3,1,5,2,1,5,3,1,5,5,1,5,5,3,3,7,1,7,6,5,7,8,1,10,9,4,5,7,1,10,5,5,0,6,1,5,7,19C,10.0,9.5,9.75,10,10,8,10,10,10,10,8,10,10,19C,19C,19C,19E,19D,19C,19E,19C,19E,19C,19E,19B,19E,19B,19E,19C,19E
19B,19,9.5,9.5,7.5,10,8,10,10,2,3,1,5,2,1,5,3,1,5,5,1,5,5,3,3,7,1,7,6,5,7,8,1,10,9,4,5,7,1,10,5,5,0,6,1,5,7,19D,8.25,8.25,9.75,10,6,5,9,5,10,6,5,7,10,19C,19C,19C,19E,19D,19C,19E,19C,19E,19C,19E,19B,19E,19B,19E,19C,19E
19A,19,8.5,7.25,8.0,5,7,3,2,4,9,8,1,1,1,1,3,1,5,5,1,6,4,2,5,6,2,7,5,6,7,8,2,6,8,7,7,8,2,6,10,5,7,7,2,6,8,19C,6.75,9.0,5.75,10,9,7,8,8,10,9,7,10,1,19B,19C,19C,19D,19A,19C,19A,19C,19A,19D,19B,19D,19A,19D,19A,19C,19D
19A,19,8.5,7.25,8.0,5,7,3,2,4,9,8,1,1,1,1,3,1,5,5,1,6,4,2,5,6,2,7,5,6,7,8,2,6,8,7,7,8,2,6,10,5,7,7,2,6,8,19B,8.25,8.25,9.0,9,8,8,7,8,9,7,8,7,9,19B,19C,19C,19D,19A,19C,19A,19C,19A,19D,19B,19D,19A,19D,19A,19C,19D
19A,19,8.5,7.25,8.0,5,7,3,2,4,9,8,1,1,1,1,3,1,5,5,1,6,4,2,5,6,2,7,5,6,7,8,2,6,8,7,7,8,2,6,10,5,7,7,2,6,8,19D,8.0,8.75,9.5,10,9,8,10,9,10,9,7,4,9,19B,19C,19C,19D,19A,19C,19A,19C,19A,19D,19B,19D,19A,19D,19A,19C,19D
16C,16,10.0,8.75,10.0,7,7,8,5,7,8,7,4,9,1,1,2,6,8,8,1,6,1,2,4,8,1,8,3,7,7,7,2,7,4,8,7,8,1,4,1,7,3,9,2,4,7,16E,10.0,8.5,9.25,9,7,6,7,4,8,7,7,9,9,16A,16D,16A,16C,16D,16B,16C,16B,16E,16A,16B,16A,16C,16A,16B,16A,16B
16C,16,10.0,8.75,10.0,7,7,8,5,7,8,7,4,9,1,1,2,6,8,8,1,6,1,2,4,8,1,8,3,7,7,7,2,7,4,8,7,8,1,4,1,7,3,9,2,4,7,16A,9.75,8.5,9.25,8,8,5,8,7,8,8,3,10,10,16A,16D,16A,16C,16D,16B,16C,16B,16E,16A,16B,16A,16C,16A,16B,16A,16B
16C,16,10.0,8.75,10.0,7,7,8,5,7,8,7,4,9,1,1,2,6,8,8,1,6,1,2,4,8,1,8,3,7,7,7,2,7,4,8,7,8,1,4,1,7,3,9,2,4,7,16B,10.0,8.75,10.0,8,7,7,7,3,7,7,7,9,9,16A,16D,16A,16C,16D,16B,16C,16B,16E,16A,16B,16A,16C,16A,16B,16A,16B
16C,16,10.0,8.75,10.0,7,7,8,5,7,8,7,4,9,1,1,2,6,8,8,1,6,1,2,4,8,1,8,3,7,7,7,2,7,4,8,7,8,1,4,1,7,3,9,2,4,7,16D,10.0,9.75,8.0,7,4,6,6,2,7,7,3,10,10,16A,16D,16A,16C,16D,16B,16C,16B,16E,16A,16B,16A,16C,16A,16B,16A,16B
15D,15,10.0,8.0,8.0,8,8,6,7,6,7,7,8,10,3,8,16,2,6,8,3,6,16,2,6,10,3,8,5,8,8,10,3,10,15,7,7,9,3,8,14,2,9,10,3,10,15,15A,9.0,8.0,8.25,8,8,8,8,8,7,7,7,8,8,15A,15A,15A,15D,15B,15E,15A,15E,15A,15C,15A,15C,15A,15B,15D,15D,15A
15D,15,10.0,8.0,8.0,8,8,6,7,6,7,7,8,10,3,8,16,2,6,8,3,6,16,2,6,10,3,8,5,8,8,10,3,10,15,7,7,9,3,8,14,2,9,10,3,10,15,15B,7.25,9.0,7.0,8,8,8,8,8,7,7,7,7,7,15A,15A,15A,15D,15B,15E,15A,15E,15A,15C,15A,15C,15A,15B,15D,15D,15A
15D,15,10.0,8.0,8.0,8,8,6,7,6,7,7,8,10,3,8,16,2,6,8,3,6,16,2,6,10,3,8,5,8,8,10,3,10,15,7,7,9,3,8,14,2,9,10,3,10,15,15C,8.25,8.25,9.0,8,9,9,8,8,9,8,9,8,9,15A,15A,15A,15D,15B,15E,15A,15E,15A,15C,15A,15C,15A,15B,15D,15D,15A
15D,15,10.0,8.0,8.0,8,8,6,7,6,7,7,8,10,3,8,16,2,6,8,3,6,16,2,6,10,3,8,5,8,8,10,3,10,15,7,7,9,3,8,14,2,9,10,3,10,15,15E,7.75,8.5,8.75,7,8,8,8,8,8,8,8,9,9,15A,15A,15A,15D,15B,15E,15A,15E,15A,15C,15A,15C,15A,15B,15D,15D,15A
15A,15,9.0,9.0,8.25,7,9,7,7,7,7,6,6,3,3,4,5,6,6,6,3,3,6,3,4,7,3,8,6,7,6,6,4,8,10,5,5,6,3,7,5,3,2,8,4,2,8,15B,9.0,8.0,9.0,8,6,7,5,5,7,7,7,8,9,15A,15A,15A,15D,15B,15C,15D,15E,15A,15B,15D,15E,15A,15E,15D,15C,15A
15A,15,9.0,9.0,8.25,7,9,7,7,7,7,6,6,3,3,4,5,6,6,6,3,3,6,3,4,7,3,8,6,7,6,6,4,8,10,5,5,6,3,7,5,3,2,8,4,2,8,15D,8.0,6.5,6.25,6,5,5,5,5,6,6,6,7,6,15A,15A,15A,15D,15B,15C,15D,15E,15A,15B,15D,15E,15A,15E,15D,15C,15A
15A,15,9.0,9.0,8.25,7,9,7,7,7,7,6,6,3,3,4,5,6,6,6,3,3,6,3,4,7,3,8,6,7,6,6,4,8,10,5,5,6,3,7,5,3,2,8,4,2,8,15E,9.0,9.0,7.25,5,5,5,5,5,5,5,5,9,9,15A,15A,15A,15D,15B,15C,15D,15E,15A,15B,15D,15E,15A,15E,15D,15C,15A
15A,15,9.0,9.0,8.25,7,9,7,7,7,7,6,6,3,3,4,5,6,6,6,3,3,6,3,4,7,3,8,6,7,6,6,4,8,10,5,5,6,3,7,5,3,2,8,4,2,8,15C,9.0,7.75,9.0,8,8,7,7,5,7,7,7,8,9,15A,15A,15A,15D,15B,15C,15D,15E,15A,15B,15D,15E,15A,15E,15D,15C,15A
12C,12,9.75,9.25,8.25,10,8,10,6,7,5,5,9,10,2,5,3,1,6,3,1,10,1,3,7,10,2,7,3,8,8,10,4,9,8,8,9,10,3,5,5,7,9,10,3,6,6,12A,10.0,7.25,10.0,9,9,7,7,7,8,8,6,3,8,12B,12C,12C,12D,12E,12B,12D,12C,12D,12C,12A,12C,12A,12D,12B,12E,12D
12C,12,9.75,9.25,8.25,10,8,10,6,7,5,5,9,10,2,5,3,1,6,3,1,10,1,3,7,10,2,7,3,8,8,10,4,9,8,8,9,10,3,5,5,7,9,10,3,6,6,12B,8.5,8.25,7.75,9,9,8,7,7,9,8,8,9,9,12B,12C,12C,12D,12E,12B,12D,12C,12D,12C,12A,12C,12A,12D,12B,12E,12D
12C,12,9.75,9.25,8.25,10,8,10,6,7,5,5,9,10,2,5,3,1,6,3,1,10,1,3,7,10,2,7,3,8,8,10,4,9,8,8,9,10,3,5,5,7,9,10,3,6,6,12E,8.0,8.0,7.75,7,2,7,0,0,5,1,5,8,8,12B,12C,12C,12D,12E,12B,12D,12C,12D,12C,12A,12C,12A,12D,12B,12E,12D
12C,12,9.75,9.25,8.25,10,8,10,6,7,5,5,9,10,2,5,3,1,6,3,1,10,1,3,7,10,2,7,3,8,8,10,4,9,8,8,9,10,3,5,5,7,9,10,3,6,6,12D,10.0,6.75,9.75,8,7,6,4,4,7,5,5,3,8,12B,12C,12C,12D,12E,12B,12D,12C,12D,12C,12A,12C,12A,12D,12B,12E,12D
15B,15,6.75,5.5,6.5,7,7,6,6,0,7,6,2,9,3,0,5,0,0,0,1,0,0,1,7,7,2,4,2,6,7,8,4,4,10,2,8,3,1,10,0,2,6,8,3,6,7,15A,6.5,5.5,5.5,6,0,0,2,2,6,0,0,6,4,15A,15A,15A,15D,15C,15E,15B,15E,15B,15C,15B,15C,15B,15B,15E,15D,15E
15B,15,6.75,5.5,6.5,7,7,6,6,0,7,6,2,9,3,0,5,0,0,0,1,0,0,1,7,7,2,4,2,6,7,8,4,4,10,2,8,3,1,10,0,2,6,8,3,6,7,15C,6.5,6.0,8.25,7,0,0,0,0,6,0,0,7,7,15A,15A,15A,15D,15C,15E,15B,15E,15B,15C,15B,15C,15B,15B,15E,15D,15E
15B,15,6.75,5.5,6.5,7,7,6,6,0,7,6,2,9,3,0,5,0,0,0,1,0,0,1,7,7,2,4,2,6,7,8,4,4,10,2,8,3,1,10,0,2,6,8,3,6,7,15D,4.75,2.0,2.0,4,0,0,0,0,4,0,0,4,6,15A,15A,15A,15D,15C,15E,15B,15E,15B,15C,15B,15C,15B,15B,15E,15D,15E
15B,15,6.75,5.5,6.5,7,7,6,6,0,7,6,2,9,3,0,5,0,0,0,1,0,0,1,7,7,2,4,2,6,7,8,4,4,10,2,8,3,1,10,0,2,6,8,3,6,7,15E,6.0,6.0,6.0,6,0,0,0,0,6,0,0,8,3,15A,15A,15A,15D,15C,15E,15B,15E,15B,15C,15B,15C,15B,15B,15E,15D,15E
16D,16,8.25,7.5,7.25,9,8,9,5,1,1,2,8,7,2,9,3,1,3,1,3,2,1,0,0,0,3,5,1,3,5,6,3,7,5,0,3,2,1,9,1,0,1,5,3,5,6,16A,6.5,7.75,6.5,6,1,6,1,1,2,1,7,8,7,16A,16D,16A,16E,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16A,16D
16D,16,8.25,7.5,7.25,9,8,9,5,1,1,2,8,7,2,9,3,1,3,1,3,2,1,0,0,0,3,5,1,3,5,6,3,7,5,0,3,2,1,9,1,0,1,5,3,5,6,16B,8.5,5.75,8.5,7,2,0,1,1,3,2,2,7,8,16A,16D,16A,16E,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16A,16D
16D,16,8.25,7.5,7.25,9,8,9,5,1,1,2,8,7,2,9,3,1,3,1,3,2,1,0,0,0,3,5,1,3,5,6,3,7,5,0,3,2,1,9,1,0,1,5,3,5,6,16C,5.5,4.75,6.75,2,0,0,1,1,1,0,0,4,7,16A,16D,16A,16E,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16A,16D
16D,16,8.25,7.5,7.25,9,8,9,5,1,1,2,8,7,2,9,3,1,3,1,3,2,1,0,0,0,3,5,1,3,5,6,3,7,5,0,3,2,1,9,1,0,1,5,3,5,6,16E,7.0,7.5,7.25,6,1,6,1,1,3,2,6,4,9,16A,16D,16A,16E,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16A,16D
16B,16,9.0,6.75,8.75,5,5,8,7,5,4,6,5,9,2,5,5,3,3,9,1,1,2,0,2,3,2,0,1,7,8,10,2,9,6,7,7,10,2,7,10,0,8,9,1,9,7,16A,8.25,9.75,9.0,8,6,5,0,0,7,5,5,10,10,16A,16A,16A,16B,16E,16D,16B,16E,16B,16C,16B,16B,16E,16A,16B,16D,16B
16B,16,9.0,6.75,8.75,5,5,8,7,5,4,6,5,9,2,5,5,3,3,9,1,1,2,0,2,3,2,0,1,7,8,10,2,9,6,7,7,10,2,7,10,0,8,9,1,9,7,16C,9.75,10.0,10.0,7,3,3,0,0,7,2,7,10,10,16A,16A,16A,16B,16E,16D,16B,16E,16B,16C,16B,16B,16E,16A,16B,16D,16B
16B,16,9.0,6.75,8.75,5,5,8,7,5,4,6,5,9,2,5,5,3,3,9,1,1,2,0,2,3,2,0,1,7,8,10,2,9,6,7,7,10,2,7,10,0,8,9,1,9,7,16D,10.0,10.0,8.0,7,3,3,0,0,7,2,2,10,10,16A,16A,16A,16B,16E,16D,16B,16E,16B,16C,16B,16B,16E,16A,16B,16D,16B
16B,16,9.0,6.75,8.75,5,5,8,7,5,4,6,5,9,2,5,5,3,3,9,1,1,2,0,2,3,2,0,1,7,8,10,2,9,6,7,7,10,2,7,10,0,8,9,1,9,7,16E,10.0,9.75,10.0,8,2,2,0,0,8,2,3,10,10,16A,16A,16A,16B,16E,16D,16B,16E,16B,16C,16B,16B,16E,16A,16B,16D,16B
09D,9,6.5,5.75,5.75,6,6,6,7,6,5,3,4,3,3,5,5,3,3,4,2,6,3,4,5,4,3,9,4,7,3,7,4,5,15,5,3,5,3,5,10,5,9,7,3,9,9,09A,5.0,6.5,4.75,5,5,4,6,4,5,5,4,6,7,09E,09E,09A,09B,09C,09E,09B,09C,09B,09D,09B,09B,09D,09A,09B,09D,09C
09D,9,6.5,5.75,5.75,6,6,6,7,6,5,3,4,3,3,5,5,3,3,4,2,6,3,4,5,4,3,9,4,7,3,7,4,5,15,5,3,5,3,5,10,5,9,7,3,9,9,09B,4.5,6.75,6.5,7,5,4,6,4,5,5,5,6,5,09E,09E,09A,09B,09C,09E,09B,09C,09B,09D,09B,09B,09D,09A,09B,09D,09C
09D,9,6.5,5.75,5.75,6,6,6,7,6,5,3,4,3,3,5,5,3,3,4,2,6,3,4,5,4,3,9,4,7,3,7,4,5,15,5,3,5,3,5,10,5,9,7,3,9,9,09C,6.75,5.25,8.0,10,10,10,10,9,9,9,9,7,7,09E,09E,09A,09B,09C,09E,09B,09C,09B,09D,09B,09B,09D,09A,09B,09D,09C
09D,9,6.5,5.75,5.75,6,6,6,7,6,5,3,4,3,3,5,5,3,3,4,2,6,3,4,5,4,3,9,4,7,3,7,4,5,15,5,3,5,3,5,10,5,9,7,3,9,9,09E,6.5,8.5,6.75,8,5,5,6,4,7,5,5,8,6,09E,09E,09A,09B,09C,09E,09B,09C,09B,09D,09B,09B,09D,09A,09B,09D,09C
09C,9,8.0,6.5,6.5,7,8,8,6,4,3,4,7,8,2,9,5,1,2,2,3,3,2,7,4,3,2,1,7,7,8,7,2,3,10,3,8,6,2,7,4,6,7,8,2,0,9,09D,7.0,5.5,7.5,10,10,9,10,10,10,10,10,9,9,09A,09C,09E,09B,09C,09E,09B,09D,09B,09D,09B,09E,09B,09A,09B,09D,09C
09C,9,8.0,6.5,6.5,7,8,8,6,4,3,4,7,8,2,9,5,1,2,2,3,3,2,7,4,3,2,1,7,7,8,7,2,3,10,3,8,6,2,7,4,6,7,8,2,0,9,09A,6.25,6.75,3.25,9,8,3,10,10,9,10,3,4,4,09A,09C,09E,09B,09C,09E,09B,09D,09B,09D,09B,09E,09B,09A,09B,09D,09C
09C,9,8.0,6.5,6.5,7,8,8,6,4,3,4,7,8,2,9,5,1,2,2,3,3,2,7,4,3,2,1,7,7,8,7,2,3,10,3,8,6,2,7,4,6,7,8,2,0,9,09E,9.0,9.5,8.0,8,7,7,7,1,7,6,4,8,9,09A,09C,09E,09B,09C,09E,09B,09D,09B,09D,09B,09E,09B,09A,09B,09D,09C
09C,9,8.0,6.5,6.5,7,8,8,6,4,3,4,7,8,2,9,5,1,2,2,3,3,2,7,4,3,2,1,7,7,8,7,2,3,10,3,8,6,2,7,4,6,7,8,2,0,9,09B,5.25,9.25,7.5,8,4,2,7,1,8,6,4,3,7,09A,09C,09E,09B,09C,09E,09B,09D,09B,09D,09B,09E,09B,09A,09B,09D,09C
09A,9,8.25,7.25,7.0,8,8,6,8,2,6,4,2,6,4,2,5,2,3,4,3,2,3,4,2,5,4,2,7,5,5,6,4,7,9,3,3,4,3,8,3,5,8,8,4,8,10,09C,8.25,7.5,9.0,10,9,5,8,8,10,9,4,7,8,09E,09A,09A,09B,09E,09C,09B,09E,09B,09E,09B,09A,09B,09A,09B,09E,09B
09A,9,8.25,7.25,7.0,8,8,6,8,2,6,4,2,6,4,2,5,2,3,4,3,2,3,4,2,5,4,2,7,5,5,6,4,7,9,3,3,4,3,8,3,5,8,8,4,8,10,09D,8.25,7.75,8.0,8,7,3,5,3,7,6,2,8,8,09E,09A,09A,09B,09E,09C,09B,09E,09B,09E,09B,09A,09B,09A,09B,09E,09B
