ID,Group,SelfMorality,SelfAbility,SelfSociability,SelfSolvingPuzzles,SelfTeamCollab,Enjoyment,Enjoyment_GroupSpecificity,Difficulty,Difficulty_GroupSpecificity,Difficulty_Mastermind,Enjoyment_Mastermind,TeamCollab_Mastermind,SkillComp_Mastermind,SelfParticipation_Mastermind,PerceivedSolveTime_Mastermind,Difficulty_ColoredLetters,Enjoyment_ColoredLetters,TeamCollab_ColoredLetters,SkillComp_ColoredLetters,SelfParticipation_ColoredLetters,PerceivedSolveTime_ColoredLetters,Difficulty_Cables,Enjoyment_Cables,TeamCollab_Cables,SkillComp_Cables,SelfParticipation_Cables,PerceivedSolveTime_Cables,Difficulty_FlyerCipher,Enjoyment_FlyerCipher,TeamCollab_FlyerCipher,SkillComp_FlyerCipher,SelfParticipation_FlyerCipher,PerceivedSolveTime_FlyerCipher,Difficulty_Myspace,Enjoyment_Myspace,TeamCollab_Myspace,SkillComp_Myspace,SelfParticipation_Myspace,PerceivedSolveTime_Myspace,Difficulty_Maze,Enjoyment_Maze,TeamCollab_Maze,SkillComp_Maze,SelfParticipation_Maze,PerceivedSolveTime_Maze,Teammate,Morality,Ability,Sociability,Like,Closeness,Similar,GoodNews,BadNews,LikeMeta,ClosenessMeta,SimilarMeta,SolvingPuzzles,TeamCollab,Leader,Influence,GameLeader,LeastParticipation,Camaraderie,MostImportant_Mastermind,LeastImportant_Mastermind,MostImportant_ColoredLetters,LeastImportant_ColoredLetters,MostImportant_Cables,LeastImportant_Cables,MostImportant_FlyerCipher,LeastImportant_FlyerCipher,MostImportant_Myspace,LeastImportant_Myspace,MostImportant_Maze,LeastImportant_Maze
05B,5,9.0,8.25,9.25,6,8,7,10,6,2,7,4,8,2,4,,4,5,9,2,5,,6,3,6,2,7,,7,6,8,3,7,,7,4,9,3,7,,4,0,8,3,0,,05E,9.25,8.5,9.25,10,10,7,9,7,10,10,8,10,10,05B,05A,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05C,05A,05B,05A,05B
05B,5,9.0,8.25,9.25,6,8,7,10,6,2,7,4,8,2,4,,4,5,9,2,5,,6,3,6,2,7,,7,6,8,3,7,,7,4,9,3,7,,4,0,8,3,0,,05A,9.0,8.5,7.0,8,7,4,6,2,8,7,5,10,10,05B,05A,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05C,05A,05B,05A,05B
05B,5,9.0,8.25,9.25,6,8,7,10,6,2,7,4,8,2,4,,4,5,9,2,5,,6,3,6,2,7,,7,6,8,3,7,,7,4,9,3,7,,4,0,8,3,0,,05C,8.75,9.5,8.0,9,9,3,8,7,9,9,5,9,9,05B,05A,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05C,05A,05B,05A,05B
05B,5,9.0,8.25,9.25,6,8,7,10,6,2,7,4,8,2,4,,4,5,9,2,5,,6,3,6,2,7,,7,6,8,3,7,,7,4,9,3,7,,4,0,8,3,0,,05D,10.0,9.75,9.5,10,10,8,10,8,10,10,8,10,10,05B,05A,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05C,05A,05B,05A,05B
05E,5,9.0,7.0,7.0,8,8,8,8,4,6,3,4,7,2,8,,7,6,6,3,4,,4,3,8,3,7,,9,8,9,3,8,,7,7,8,2,7,,0,0,6,2,8,,05C,7.5,8.75,6.0,9,6,3,3,3,4,4,2,7,7,05B,05B,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05B,05A,05B,05A,05C
05E,5,9.0,7.0,7.0,8,8,8,8,4,6,3,4,7,2,8,,7,6,6,3,4,,4,3,8,3,7,,9,8,9,3,8,,7,7,8,2,7,,0,0,6,2,8,,05D,7.0,9.0,6.25,6,3,7,4,4,3,3,3,10,8,05B,05B,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05B,05A,05B,05A,05C
05E,5,9.0,7.0,7.0,8,8,8,8,4,6,3,4,7,2,8,,7,6,6,3,4,,4,3,8,3,7,,9,8,9,3,8,,7,7,8,2,7,,0,0,6,2,8,,05B,8.0,8.5,6.25,9,9,6,9,6,7,7,3,2,2,05B,05B,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05B,05A,05B,05A,05C
05E,5,9.0,7.0,7.0,8,8,8,8,4,6,3,4,7,2,8,,7,6,6,3,4,,4,3,8,3,7,,9,8,9,3,8,,7,7,8,2,7,,0,0,6,2,8,,05A,9.5,9.0,5.75,10,9,6,9,8,9,9,6,10,10,05B,05B,05A,05B,05D,05E,05B,05A,05B,05D,05C,05A,05B,05A,05B,05A,05C
06D,6,10.0,9.25,9.0,8,8,7,7,7,7,5,7,10,2,5,,5,7,7,3,3,,0,6,8,2,9,,7,8,9,4,7,,7,6,9,2,6,,8,7,10,1,9,,06E,10.0,10.0,9.0,10,9,10,10,10,10,10,10,10,10,06E,06E,06E,06B,06E,06A,06D,06A,06D,06E,06A,06E,06D,06E,06A,06E,06B
06D,6,10.0,9.25,9.0,8,8,7,7,7,7,5,7,10,2,5,,5,7,7,3,3,,0,6,8,2,9,,7,8,9,4,7,,7,6,9,2,6,,8,7,10,1,9,,06A,10.0,10.0,10.0,10,10,10,10,10,10,10,10,9,9,06E,06E,06E,06B,06E,06A,06D,06A,06D,06E,06A,06E,06D,06E,06A,06E,06B
06D,6,10.0,9.25,9.0,8,8,7,7,7,7,5,7,10,2,5,,5,7,7,3,3,,0,6,8,2,9,,7,8,9,4,7,,7,6,9,2,6,,8,7,10,1,9,,06B,9.75,10.0,10.0,10,9,10,10,10,9,10,10,9,10,06E,06E,06E,06B,06E,06A,06D,06A,06D,06E,06A,06E,06D,06E,06A,06E,06B
06D,6,10.0,9.25,9.0,8,8,7,7,7,7,5,7,10,2,5,,5,7,7,3,3,,0,6,8,2,9,,7,8,9,4,7,,7,6,9,2,6,,8,7,10,1,9,,06C,10.0,9.25,9.25,9,7,1,6,6,9,8,2,9,9,06E,06E,06E,06B,06E,06A,06D,06A,06D,06E,06A,06E,06D,06E,06A,06E,06B
12E,12,9.5,7.5,7.5,6,9,9,7,7,0,2,6,6,2,7,4,4,2,0,1,3,1,2,4,10,2,5,4,8,2,10,4,1,10,1,6,10,1,2,0,3,10,2,2,10,5,12A,9.5,7.25,9.25,8,6,4,0,0,7,7,4,7,9,12B,12B,12B,12E,12D,12E,12D,12C,12B,12A,12D,12D,12E,12D,12E,12E,12D
12E,12,9.5,7.5,7.5,6,9,9,7,7,0,2,6,6,2,7,4,4,2,0,1,3,1,2,4,10,2,5,4,8,2,10,4,1,10,1,6,10,1,2,0,3,10,2,2,10,5,12B,9.75,9.0,8.5,9,6,6,0,0,7,7,6,9,9,12B,12B,12B,12E,12D,12E,12D,12C,12B,12A,12D,12D,12E,12D,12E,12E,12D
12E,12,9.5,7.5,7.5,6,9,9,7,7,0,2,6,6,2,7,4,4,2,0,1,3,1,2,4,10,2,5,4,8,2,10,4,1,10,1,6,10,1,2,0,3,10,2,2,10,5,12C,9.75,9.25,10.0,8,3,4,0,0,7,3,5,10,10,12B,12B,12B,12E,12D,12E,12D,12C,12B,12A,12D,12D,12E,12D,12E,12E,12D
12E,12,9.5,7.5,7.5,6,9,9,7,7,0,2,6,6,2,7,4,4,2,0,1,3,1,2,4,10,2,5,4,8,2,10,4,1,10,1,6,10,1,2,0,3,10,2,2,10,5,12D,10.0,7.5,10.0,10,10,6,10,10,10,10,7,8,10,12B,12B,12B,12E,12D,12E,12D,12C,12B,12A,12D,12D,12E,12D,12E,12E,12D
12D,12,9.25,8.0,9.5,5,10,9,8,5,6,7,4,8,2,2,5,5,5,4,1,1,1,3,6,7,1,7,1,7,7,8,3,8,13,5,8,7,3,8,2,5,3,10,3,6,7,12E,8.5,8.0,8.5,10,10,8,10,10,10,10,8,7,10,12B,12B,12B,12A,12B,12E,12D,12C,12D,12B,12A,12C,12A,12A,12E,12E,12D
12D,12,9.25,8.0,9.5,5,10,9,8,5,6,7,4,8,2,2,5,5,5,4,1,1,1,3,6,7,1,7,1,7,7,8,3,8,13,5,8,7,3,8,2,5,3,10,3,6,7,12B,9.0,9.5,9.25,9,7,9,7,5,7,7,9,10,10,12B,12B,12B,12A,12B,12E,12D,12C,12D,12B,12A,12C,12A,12A,12E,12E,12D
12D,12,9.25,8.0,9.5,5,10,9,8,5,6,7,4,8,2,2,5,5,5,4,1,1,1,3,6,7,1,7,1,7,7,8,3,8,13,5,8,7,3,8,2,5,3,10,3,6,7,12C,9.0,8.25,9.75,8,3,5,3,3,7,3,7,10,10,12B,12B,12B,12A,12B,12E,12D,12C,12D,12B,12A,12C,12A,12A,12E,12E,12D
12D,12,9.25,8.0,9.5,5,10,9,8,5,6,7,4,8,2,2,5,5,5,4,1,1,1,3,6,7,1,7,1,7,7,8,3,8,13,5,8,7,3,8,2,5,3,10,3,6,7,12A,9.75,5.75,9.75,7,3,5,3,3,7,3,5,6,10,12B,12B,12B,12A,12B,12E,12D,12C,12D,12B,12A,12C,12A,12A,12E,12E,12D
12C,12,9.5,9.0,7.5,10,9,10,6,7,5,7,8,10,2,6,2,4,7,2,1,10,1,5,7,10,2,8,2,9,9,9,4,10,10,8,9,9,2,6,5,7,8,10,2,6,4,12A,10.0,7.5,10.0,9,8,7,7,7,8,8,7,6,9,12B,12C,12C,12D,12E,12B,12D,12C,12A,12E,12D,12C,12A,12D,12E,12E,12D
12C,12,9.5,9.0,7.5,10,9,10,6,7,5,7,8,10,2,6,2,4,7,2,1,10,1,5,7,10,2,8,2,9,9,9,4,10,10,8,9,9,2,6,5,7,8,10,2,6,4,12B,8.75,9.0,8.0,9,9,8,8,8,8,9,8,10,10,12B,12C,12C,12D,12E,12B,12D,12C,12A,12E,12D,12C,12A,12D,12E,12E,12D
12C,12,9.5,9.0,7.5,10,9,10,6,7,5,7,8,10,2,6,2,4,7,2,1,10,1,5,7,10,2,8,2,9,9,9,4,10,10,8,9,9,2,6,5,7,8,10,2,6,4,12E,9.0,8.25,8.5,8,2,7,1,1,7,2,6,8,10,12B,12C,12C,12D,12E,12B,12D,12C,12A,12E,12D,12C,12A,12D,12E,12E,12D
12C,12,9.5,9.0,7.5,10,9,10,6,7,5,7,8,10,2,6,2,4,7,2,1,10,1,5,7,10,2,8,2,9,9,9,4,10,10,8,9,9,2,6,5,7,8,10,2,6,4,12D,10.0,7.0,9.75,8,7,7,7,7,7,7,6,5,8,12B,12C,12C,12D,12E,12B,12D,12C,12A,12E,12D,12C,12A,12D,12E,12E,12D
12A,12,8.5,6.25,9.0,5,7,8,9,6,2,7,6,7,2,1,5,9,3,6,3,0,8,1,9,6,2,8,4,9,5,10,3,7,8,4,7,2,2,2,2,7,8,7,2,0,4,12B,9.5,8.5,9.25,10,10,8,10,9,10,10,8,9,10,12C,12C,12C,12A,12B,12B,12D,12C,12A,12A,12B,12C,12A,12D,12A,12C,12A
12A,12,8.5,6.25,9.0,5,7,8,9,6,2,7,6,7,2,1,5,9,3,6,3,0,8,1,9,6,2,8,4,9,5,10,3,7,8,4,7,2,2,2,2,7,8,7,2,0,4,12C,8.75,9.0,8.75,9,7,7,6,6,8,7,7,10,10,12C,12C,12C,12A,12B,12B,12D,12C,12A,12A,12B,12C,12A,12D,12A,12C,12A
12A,12,8.5,6.25,9.0,5,7,8,9,6,2,7,6,7,2,1,5,9,3,6,3,0,8,1,9,6,2,8,4,9,5,10,3,7,8,4,7,2,2,2,2,7,8,7,2,0,4,12D,9.5,8.0,9.75,8,7,7,5,5,7,7,8,9,9,12C,12C,12C,12A,12B,12B,12D,12C,12A,12A,12B,12C,12A,12D,12A,12C,12A
12A,12,8.5,6.25,9.0,5,7,8,9,6,2,7,6,7,2,1,5,9,3,6,3,0,8,1,9,6,2,8,4,9,5,10,3,7,8,4,7,2,2,2,2,7,8,7,2,0,4,12E,8.0,8.5,8.75,8,5,6,5,5,7,5,5,9,9,12C,12C,12C,12A,12B,12B,12D,12C,12A,12A,12B,12C,12A,12D,12A,12C,12A
12B,12,8.25,5.75,5.75,8,8,9,8,5,5,3,6,4,2,10,5,7,3,2,1,1,2,1,4,8,2,5,3,9,9,9,3,7,15,7,9,9,3,6,7,3,5,10,3,8,8,12A,9.0,7.0,9.25,10,10,7,10,9,10,10,7,2,8,12B,12A,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12E,12D,12B,12E,12A
12B,12,8.25,5.75,5.75,8,8,9,8,5,5,3,6,4,2,10,5,7,3,2,1,1,2,1,4,8,2,5,3,9,9,9,3,7,15,7,9,9,3,6,7,3,5,10,3,8,8,12C,7.75,8.0,8.5,9,7,4,7,3,8,6,4,10,8,12B,12A,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12E,12D,12B,12E,12A
12B,12,8.25,5.75,5.75,8,8,9,8,5,5,3,6,4,2,10,5,7,3,2,1,1,2,1,4,8,2,5,3,9,9,9,3,7,15,7,9,9,3,6,7,3,5,10,3,8,8,12D,8.75,8.0,9.0,9,5,6,6,2,8,3,6,9,9,12B,12A,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12E,12D,12B,12E,12A
12B,12,8.25,5.75,5.75,8,8,9,8,5,5,3,6,4,2,10,5,7,3,2,1,1,2,1,4,8,2,5,3,9,9,9,3,7,15,7,9,9,3,6,7,3,5,10,3,8,8,12E,7.5,8.0,7.5,7,2,5,1,1,7,2,5,6,8,12B,12A,12B,12A,12B,12C,12D,12C,12B,12D,12A,12C,12E,12D,12B,12E,12A
19B,19,9.5,9.75,8.75,10,9,8,9,1,5,1,10,2,1,5,2,3,6,5,1,9,7,2,0,8,1,8,4,5,6,9,1,10,13,5,6,8,1,10,5,5,0,3,2,5,5,19A,9.5,9.5,9.75,10,9,7,10,8,10,8,7,8,10,19C,19C,19C,19E,19D,19C,19E,19C,19E,19D,19E,19B,19E,19B,19E,19C,19E
19B,19,9.5,9.75,8.75,10,9,8,9,1,5,1,10,2,1,5,2,3,6,5,1,9,7,2,0,8,1,8,4,5,6,9,1,10,13,5,6,8,1,10,5,5,0,3,2,5,5,19C,9.75,9.75,9.5,10,10,8,10,10,10,10,8,10,9,19C,19C,19C,19E,19D,19C,19E,19C,19E,19D,19E,19B,19E,19B,19E,19C,19E
19B,19,9.5,9.75,8.75,10,9,8,9,1,5,1,10,2,1,5,2,3,6,5,1,9,7,2,0,8,1,8,4,5,6,9,1,10,13,5,6,8,1,10,5,5,0,3,2,5,5,19D,7.75,7.75,9.0,9,6,4,7,4,9,6,4,5,10,19C,19C,19C,19E,19D,19C,19E,19C,19E,19D,19E,19B,19E,19B,19E,19C,19E
19C,19,10.0,10.0,9.75,10,10,10,5,2,5,0,9,2,2,10,2,3,7,3,1,10,1,7,3,8,3,10,4,8,7,10,2,10,10,3,10,6,1,0,2,6,9,6,2,10,5,19A,10.0,10.0,10.0,10,10,10,10,8,10,10,9,10,10,19B,19C,19B,19E,19A,19C,19E,19B,19E,19A,19E,19B,19E,19B,19E,19C,19E
19C,19,10.0,10.0,9.75,10,10,10,5,2,5,0,9,2,2,10,2,3,7,3,1,10,1,7,3,8,3,10,4,8,7,10,2,10,10,3,10,6,1,0,2,6,9,6,2,10,5,19B,10.0,10.0,10.0,10,10,9,10,10,10,10,10,10,10,19B,19C,19B,19E,19A,19C,19E,19B,19E,19A,19E,19B,19E,19B,19E,19C,19E
19C,19,10.0,10.0,9.75,10,10,10,5,2,5,0,9,2,2,10,2,3,7,3,1,10,1,7,3,8,3,10,4,8,7,10,2,10,10,3,10,6,1,0,2,6,9,6,2,10,5,19D,9.0,8.75,9.75,9,6,4,8,2,9,6,6,5,10,19B,19C,19B,19E,19A,19C,19E,19B,19E,19A,19E,19B,19E,19B,19E,19C,19E
19A,19,8.5,7.5,8.75,5,6,3,5,6,7,7,1,1,1,1,2,4,5,5,1,4,3,3,5,7,2,6,5,7,6,4,2,4,9,7,6,7,1,7,8,4,4,3,2,6,7,19C,5.25,9.0,4.5,9,6,6,8,7,9,7,7,10,3,19A,19C,19A,19D,19B,19C,19A,19C,19D,19A,19B,19C,19D,19D,19B,19C,19D
19A,19,8.5,7.5,8.75,5,6,3,5,6,7,7,1,1,1,1,2,4,5,5,1,4,3,3,5,7,2,6,5,7,6,4,2,4,9,7,6,7,1,7,8,4,4,3,2,6,7,19D,9.0,7.75,10.0,10,9,7,9,9,10,9,8,6,8,19A,19C,19A,19D,19B,19C,19A,19C,19D,19A,19B,19C,19D,19D,19B,19C,19D
19A,19,8.5,7.5,8.75,5,6,3,5,6,7,7,1,1,1,1,2,4,5,5,1,4,3,3,5,7,2,6,5,7,6,4,2,4,9,7,6,7,1,7,8,4,4,3,2,6,7,19B,8.75,9.0,8.75,9,9,9,8,8,8,9,9,8,8,19A,19C,19A,19D,19B,19C,19A,19C,19D,19A,19B,19C,19D,19D,19B,19C,19D
19D,19,8.75,7.0,8.0,3,5,6,6,6,4,4,5,2,1,5,2,5,2,5,1,0,1,2,8,7,3,10,6,5,3,10,2,5,10,5,5,7,2,4,7,3,0,0,2,0,5,19A,9.25,8.5,8.75,10,10,7,8,6,9,7,6,6,6,19A,19C,19C,19E,19A,19C,19A,19B,19D,19A,19C,19B,19D,19B,19D,19C,19D
19D,19,8.75,7.0,8.0,3,5,6,6,6,4,4,5,2,1,5,2,5,2,5,1,0,1,2,8,7,3,10,6,5,3,10,2,5,10,5,5,7,2,4,7,3,0,0,2,0,5,19C,5.5,7.5,5.75,10,5,4,0,0,7,5,4,8,1,19A,19C,19C,19E,19A,19C,19A,19B,19D,19A,19C,19B,19D,19B,19D,19C,19D
19D,19,8.75,7.0,8.0,3,5,6,6,6,4,4,5,2,1,5,2,5,2,5,1,0,1,2,8,7,3,10,6,5,3,10,2,5,10,5,5,7,2,4,7,3,0,0,2,0,5,19B,8.0,8.75,8.25,10,6,6,1,1,7,5,5,9,5,19A,19C,19C,19E,19A,19C,19A,19B,19D,19A,19C,19B,19D,19B,19D,19C,19D
16C,16,10.0,6.75,9.5,4,6,7,6,7,6,7,4,7,1,0,2,3,9,8,2,7,1,1,7,9,1,7,2,6,9,9,1,7,5,8,9,9,2,6,7,7,4,10,1,3,5,16A,10.0,9.75,8.25,10,8,5,9,9,9,9,9,10,9,16A,16A,16A,16C,16A,16B,16C,16A,16E,16D,16B,16D,16E,16A,16B,16A,16C
16C,16,10.0,6.75,9.5,4,6,7,6,7,6,7,4,7,1,0,2,3,9,8,2,7,1,1,7,9,1,7,2,6,9,9,1,7,5,8,9,9,2,6,7,7,4,10,1,3,5,16B,10.0,8.25,10.0,10,8,8,8,5,8,8,8,8,9,16A,16A,16A,16C,16A,16B,16C,16A,16E,16D,16B,16D,16E,16A,16B,16A,16C
16C,16,10.0,6.75,9.5,4,6,7,6,7,6,7,4,7,1,0,2,3,9,8,2,7,1,1,7,9,1,7,2,6,9,9,1,7,5,8,9,9,2,6,7,7,4,10,1,3,5,16D,10.0,10.0,8.0,8,6,5,5,5,8,5,5,10,10,16A,16A,16A,16C,16A,16B,16C,16A,16E,16D,16B,16D,16E,16A,16B,16A,16C
16C,16,10.0,6.75,9.5,4,6,7,6,7,6,7,4,7,1,0,2,3,9,8,2,7,1,1,7,9,1,7,2,6,9,9,1,7,5,8,9,9,2,6,7,7,4,10,1,3,5,16E,10.0,9.5,9.5,8,7,6,8,4,8,6,8,10,10,16A,16A,16A,16C,16A,16B,16C,16A,16E,16D,16B,16D,16E,16A,16B,16A,16C
16B,16,9.25,7.0,8.5,6,7,10,9,5,5,5,7,10,1,5,5,8,2,4,1,0,2,2,4,7,2,0,2,5,8,10,1,10,7,7,9,10,2,8,10,0,10,10,2,10,5,16C,9.5,8.5,10.0,10,4,4,0,0,8,2,3,10,10,16A,16A,16A,16B,16E,16D,16B,16A,16B,16C,16B,16D,16E,16A,16B,16D,16C
16B,16,9.25,7.0,8.5,6,7,10,9,5,5,5,7,10,1,5,5,8,2,4,1,0,2,2,4,7,2,0,2,5,8,10,1,10,7,7,9,10,2,8,10,0,10,10,2,10,5,16D,10.0,8.25,9.0,10,2,2,0,0,6,0,2,10,10,16A,16A,16A,16B,16E,16D,16B,16A,16B,16C,16B,16D,16E,16A,16B,16D,16C
16B,16,9.25,7.0,8.5,6,7,10,9,5,5,5,7,10,1,5,5,8,2,4,1,0,2,2,4,7,2,0,2,5,8,10,1,10,7,7,9,10,2,8,10,0,10,10,2,10,5,16E,10.0,8.75,10.0,7,4,1,0,0,7,2,2,10,10,16A,16A,16A,16B,16E,16D,16B,16A,16B,16C,16B,16D,16E,16A,16B,16D,16C
16B,16,9.25,7.0,8.5,6,7,10,9,5,5,5,7,10,1,5,5,8,2,4,1,0,2,2,4,7,2,0,2,5,8,10,1,10,7,7,9,10,2,8,10,0,10,10,2,10,5,16A,10.0,10.0,9.5,9,5,4,0,0,7,4,4,10,10,16A,16A,16A,16B,16E,16D,16B,16A,16B,16C,16B,16D,16E,16A,16B,16D,16C
15E,15,9.25,8.75,8.75,7,7,8,6,5,6,4,8,7,2,10,8,1,5,3,1,10,1,3,4,8,3,8,2,6,7,7,3,4,6,2,4,3,2,7,2,3,6,8,4,0,8,15A,9.5,8.25,8.5,6,2,5,0,0,5,1,3,7,9,15A,15A,15A,15D,15B,15E,15A,15E,15D,15B,15E,15C,15E,15E,15D,15C,15E
15E,15,9.25,8.75,8.75,7,7,8,6,5,6,4,8,7,2,10,8,1,5,3,1,10,1,3,4,8,3,8,2,6,7,7,3,4,6,2,4,3,2,7,2,3,6,8,4,0,8,15B,9.25,8.75,9.75,6,1,3,0,0,5,1,2,8,9,15A,15A,15A,15D,15B,15E,15A,15E,15D,15B,15E,15C,15E,15E,15D,15C,15E
15E,15,9.25,8.75,8.75,7,7,8,6,5,6,4,8,7,2,10,8,1,5,3,1,10,1,3,4,8,3,8,2,6,7,7,3,4,6,2,4,3,2,7,2,3,6,8,4,0,8,15C,9.25,9.25,9.0,6,4,4,0,0,5,1,3,8,9,15A,15A,15A,15D,15B,15E,15A,15E,15D,15B,15E,15C,15E,15E,15D,15C,15E
15E,15,9.25,8.75,8.75,7,7,8,6,5,6,4,8,7,2,10,8,1,5,3,1,10,1,3,4,8,3,8,2,6,7,7,3,4,6,2,4,3,2,7,2,3,6,8,4,0,8,15D,9.25,9.0,9.0,6,2,6,0,0,5,1,5,8,9,15A,15A,15A,15D,15B,15E,15A,15E,15D,15B,15E,15C,15E,15E,15D,15C,15E
16D,16,8.25,8.25,6.0,8,8,8,7,1,3,1,10,0,2,10,3,2,6,8,3,5,1,0,0,0,3,5,1,3,8,8,4,10,6,2,8,6,2,10,2,0,0,0,3,5,5,16A,6.5,8.5,5.5,7,1,7,1,1,2,1,6,9,9,16A,16D,16A,16C,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16B,16E
16D,16,8.25,8.25,6.0,8,8,8,7,1,3,1,10,0,2,10,3,2,6,8,3,5,1,0,0,0,3,5,1,3,8,8,4,10,6,2,8,6,2,10,2,0,0,0,3,5,5,16B,8.75,5.0,8.5,7,2,0,1,1,2,3,1,6,8,16A,16D,16A,16C,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16B,16E
16D,16,8.25,8.25,6.0,8,8,8,7,1,3,1,10,0,2,10,3,2,6,8,3,5,1,0,0,0,3,5,1,3,8,8,4,10,6,2,8,6,2,10,2,0,0,0,3,5,5,16C,6.0,5.5,6.5,6,0,0,1,1,1,1,0,6,8,16A,16D,16A,16C,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16B,16E
16D,16,8.25,8.25,6.0,8,8,8,7,1,3,1,10,0,2,10,3,2,6,8,3,5,1,0,0,0,3,5,1,3,8,8,4,10,6,2,8,6,2,10,2,0,0,0,3,5,5,16E,7.0,7.5,8.25,7,1,6,1,1,2,1,6,7,8,16A,16D,16A,16C,16B,16D,16C,16B,16E,16D,16E,16B,16A,16D,16A,16B,16E
16E,16,6.5,7.5,7.75,4,7,7,7,4,9,1,5,2,1,6,3,2,3,2,1,0,2,2,6,7,1,7,3,5,6,8,1,5,5,2,2,2,2,2,5,2,8,8,2,1,4,16A,7.25,7.75,7.0,8,7,8,6,4,7,7,8,10,9,16A,16A,16A,16C,16B,16D,16C,16D,16E,16A,16B,16D,16E,16D,16C,16A,16E
16E,16,6.5,7.5,7.75,4,7,7,7,4,9,1,5,2,1,6,3,2,3,2,1,0,2,2,6,7,1,7,3,5,6,8,1,5,5,2,2,2,2,2,5,2,8,8,2,1,4,16D,8.0,9.0,7.5,7,4,4,4,2,6,3,4,10,9,16A,16A,16A,16C,16B,16D,16C,16D,16E,16A,16B,16D,16E,16D,16C,16A,16E
16E,16,6.5,7.5,7.75,4,7,7,7,4,9,1,5,2,1,6,3,2,3,2,1,0,2,2,6,7,1,7,3,5,6,8,1,5,5,2,2,2,2,2,5,2,8,8,2,1,4,16B,8.25,7.25,9.75,7,5,5,4,3,6,6,4,8,10,16A,16A,16A,16C,16B,16D,16C,16D,16E,16A,16B,16D,16E,16D,16C,16A,16E
16E,16,6.5,7.5,7.75,4,7,7,7,4,9,1,5,2,1,6,3,2,3,2,1,0,2,2,6,7,1,7,3,5,6,8,1,5,5,2,2,2,2,2,5,2,8,8,2,1,4,16C,10.0,8.5,8.5,8,6,3,6,3,7,6,4,7,9,16A,16A,16A,16C,16B,16D,16C,16D,16E,16A,16B,16D,16E,16D,16C,16A,16E
15B,15,8.0,5.25,6.75,7,8,7,6,2,4,8,2,9,4,1,5,0,6,0,2,0,0,0,7,10,2,6,2,7,9,10,4,8,10,2,9,10,1,10,0,4,4,10,3,7,5,15A,5.25,5.25,4.0,6,0,0,0,0,6,0,0,3,3,15A,15C,15A,15D,15C,15E,15D,15E,15B,15C,15B,15C,15A,15B,15E,15D,15E
15B,15,8.0,5.25,6.75,7,8,7,6,2,4,8,2,9,4,1,5,0,6,0,2,0,0,0,7,10,2,6,2,7,9,10,4,8,10,2,9,10,1,10,0,4,4,10,3,7,5,15C,7.0,6.5,8.0,8,0,2,0,0,7,0,0,8,8,15A,15C,15A,15D,15C,15E,15D,15E,15B,15C,15B,15C,15A,15B,15E,15D,15E
15B,15,8.0,5.25,6.75,7,8,7,6,2,4,8,2,9,4,1,5,0,6,0,2,0,0,0,7,10,2,6,2,7,9,10,4,8,10,2,9,10,1,10,0,4,4,10,3,7,5,15D,5.75,4.0,4.5,6,0,0,0,0,6,0,0,6,6,15A,15C,15A,15D,15C,15E,15D,15E,15B,15C,15B,15C,15A,15B,15E,15D,15E
15B,15,8.0,5.25,6.75,7,8,7,6,2,4,8,2,9,4,1,5,0,6,0,2,0,0,0,7,10,2,6,2,7,9,10,4,8,10,2,9,10,1,10,0,4,4,10,3,7,5,15E,6.0,6.5,4.5,6,0,0,0,0,6,0,0,8,4,15A,15C,15A,15D,15C,15E,15D,15E,15B,15C,15B,15C,15A,15B,15E,15D,15E
15C,15,8.5,5.75,8.0,8,9,10,7,7,3,6,7,10,2,8,15,3,2,6,1,2,4,5,2,7,3,10,7,6,7,7,3,5,16,6,2,9,3,2,4,6,9,10,3,7,17,15A,8.5,8.25,9.0,8,7,7,7,7,8,7,6,8,10,15A,15A,15A,15D,15B,15E,15C,15B,15D,15B,15A,15C,15A,15B,15D,15A,15B
15C,15,8.5,5.75,8.0,8,9,10,7,7,3,6,7,10,2,8,15,3,2,6,1,2,4,5,2,7,3,10,7,6,7,7,3,5,16,6,2,9,3,2,4,6,9,10,3,7,17,15E,8.75,8.5,9.0,8,6,7,6,6,7,6,6,9,9,15A,15A,15A,15D,15B,15E,15C,15B,15D,15B,15A,15C,15A,15B,15D,15A,15B
